estacion,zona,timestamp,NO2,O3,PM10,PM2.5
Pza. del Carmen,1,2017-12-20 11:00:00,96,1,NA,NA
Pza. del Carmen,1,2017-12-20 12:00:00,92,1,NA,NA
Pza. del Carmen,1,2017-12-20 13:00:00,93,1,NA,NA
Pza. del Carmen,1,2017-12-20 14:00:00,92,1,NA,NA
Pza. del Carmen,1,2017-12-20 15:00:00,88,3,NA,NA
Pza. del Carmen,1,2017-12-20 16:00:00,85,1,NA,NA
Pza. del Carmen,1,2017-12-20 17:00:00,87,1,NA,NA
Pza. del Carmen,1,2017-12-20 18:00:00,92,1,NA,NA
Pza. del Carmen,1,2017-12-20 19:00:00,94,1,NA,NA
Pza. del Carmen,1,2017-12-20 20:00:00,105,1,NA,NA
Pza. del Carmen,1,2017-12-20 21:00:00,119,1,NA,NA
Pza. del Carmen,1,2017-12-20 22:00:00,109,1,NA,NA
Pza. del Carmen,1,2017-12-20 23:00:00,87,1,NA,NA
Pza. del Carmen,1,2017-12-21 00:00:00,67,2,NA,NA
Pza. del Carmen,1,2017-12-21 01:00:00,62,1,NA,NA
Pza. del Carmen,1,2017-12-21 02:00:00,62,1,NA,NA
Pza. del Carmen,1,2017-12-21 03:00:00,57,1,NA,NA
Pza. del Carmen,1,2017-12-21 04:00:00,59,1,NA,NA
Pza. del Carmen,1,2017-12-21 05:00:00,53,1,NA,NA
Pza. del Carmen,1,2017-12-21 06:00:00,54,1,NA,NA
Pza. del Carmen,1,2017-12-21 07:00:00,59,1,NA,NA
Pza. del Carmen,1,2017-12-21 08:00:00,74,1,NA,NA
Pza. del Carmen,1,2017-12-21 09:00:00,93,1,NA,NA
Pza. del Carmen,1,2017-12-21 10:00:00,102,1,NA,NA
Pza. del Carmen,1,2017-12-21 11:00:00,92,1,NA,NA
Pza. del Carmen,1,2017-12-21 12:00:00,59,5,NA,NA
Pza. del Carmen,1,2017-12-21 13:00:00,65,4,NA,NA
Pza. del Carmen,1,2017-12-21 14:00:00,73,2,NA,NA
Pza. del Carmen,1,2017-12-21 15:00:00,72,3,NA,NA
Pza. del Carmen,1,2017-12-21 16:00:00,70,3,NA,NA
Pza. del Carmen,1,2017-12-21 17:00:00,70,2,NA,NA
Pza. del Carmen,1,2017-12-21 18:00:00,72,1,NA,NA
Pza. del Carmen,1,2017-12-21 19:00:00,73,1,NA,NA
Pza. del Carmen,1,2017-12-21 20:00:00,75,1,NA,NA
Pza. del Carmen,1,2017-12-21 21:00:00,82,1,NA,NA
Pza. del Carmen,1,2017-12-21 22:00:00,93,1,NA,NA
Pza. del Carmen,1,2017-12-21 23:00:00,85,1,NA,NA
Pza. del Carmen,1,2017-12-22 00:00:00,85,1,NA,NA
Pza. del Carmen,1,2017-12-22 01:00:00,67,1,NA,NA
Pza. del Carmen,1,2017-12-22 02:00:00,63,1,NA,NA
Pza. del Carmen,1,2017-12-22 03:00:00,60,1,NA,NA
Pza. del Carmen,1,2017-12-22 04:00:00,55,1,NA,NA
Pza. del Carmen,1,2017-12-22 05:00:00,50,1,NA,NA
Pza. del Carmen,1,2017-12-22 06:00:00,50,1,NA,NA
Pza. del Carmen,1,2017-12-22 07:00:00,56,1,NA,NA
Pza. del Carmen,1,2017-12-22 08:00:00,70,1,NA,NA
Pza. del Carmen,1,2017-12-22 09:00:00,75,1,NA,NA
Pza. del Carmen,1,2017-12-22 10:00:00,80,1,NA,NA
Pza. del Carmen,1,2017-12-22 11:00:00,83,1,NA,NA
Pza. del Carmen,1,2017-12-22 12:00:00,89,1,NA,NA
Pza. del Carmen,1,2017-12-22 13:00:00,96,1,NA,NA
Pza. del Carmen,1,2017-12-22 14:00:00,95,1,NA,NA
Pza. del Carmen,1,2017-12-22 15:00:00,94,1,NA,NA
Pza. del Carmen,1,2017-12-22 16:00:00,97,1,NA,NA
Pza. del Carmen,1,2017-12-22 17:00:00,90,1,NA,NA
Pza. del Carmen,1,2017-12-22 18:00:00,83,1,NA,NA
Pza. del Carmen,1,2017-12-22 19:00:00,79,1,NA,NA
Pza. del Carmen,1,2017-12-22 20:00:00,85,1,NA,NA
Pza. del Carmen,1,2017-12-22 21:00:00,88,1,NA,NA
Pza. del Carmen,1,2017-12-22 22:00:00,82,1,NA,NA
Pza. del Carmen,1,2017-12-22 23:00:00,96,1,NA,NA
Pza. del Carmen,1,2017-12-23 00:00:00,85,1,NA,NA
Pza. del Carmen,1,2017-12-23 01:00:00,79,1,NA,NA
Pza. del Carmen,1,2017-12-23 02:00:00,74,1,NA,NA
Pza. del Carmen,1,2017-12-23 03:00:00,73,1,NA,NA
Pza. del Carmen,1,2017-12-23 04:00:00,66,1,NA,NA
Pza. del Carmen,1,2017-12-23 05:00:00,56,1,NA,NA
Pza. del Carmen,1,2017-12-23 06:00:00,52,1,NA,NA
Pza. del Carmen,1,2017-12-23 07:00:00,51,1,NA,NA
Pza. del Carmen,1,2017-12-23 08:00:00,55,2,NA,NA
Pza. del Carmen,1,2017-12-23 09:00:00,46,9,NA,NA
Pza. del Carmen,1,2017-12-23 10:00:00,40,13,NA,NA
Pza. del Carmen,1,2017-12-23 11:00:00,38,16,NA,NA
Pza. del Carmen,1,2017-12-23 12:00:00,40,14,NA,NA
Pza. del Carmen,1,2017-12-23 13:00:00,38,16,NA,NA
Pza. del Carmen,1,2017-12-23 14:00:00,36,16,NA,NA
Pza. del Carmen,1,2017-12-23 15:00:00,34,18,NA,NA
Pza. del Carmen,1,2017-12-23 16:00:00,38,16,NA,NA
Pza. del Carmen,1,2017-12-23 17:00:00,48,11,NA,NA
Pza. del Carmen,1,2017-12-23 18:00:00,58,6,NA,NA
Pza. del Carmen,1,2017-12-23 19:00:00,58,4,NA,NA
Pza. del Carmen,1,2017-12-23 20:00:00,63,1,NA,NA
Pza. del Carmen,1,2017-12-23 21:00:00,63,1,NA,NA
Pza. del Carmen,1,2017-12-23 22:00:00,64,2,NA,NA
Pza. del Carmen,1,2017-12-23 23:00:00,61,2,NA,NA
Pza. del Carmen,1,2017-12-24 00:00:00,56,2,NA,NA
Pza. del Carmen,1,2017-12-24 01:00:00,55,2,NA,NA
Pza. del Carmen,1,2017-12-24 02:00:00,52,1,NA,NA
Pza. del Carmen,1,2017-12-24 03:00:00,46,3,NA,NA
Pza. del Carmen,1,2017-12-24 04:00:00,41,5,NA,NA
Pza. del Carmen,1,2017-12-24 05:00:00,39,5,NA,NA
Pza. del Carmen,1,2017-12-24 06:00:00,39,5,NA,NA
Pza. del Carmen,1,2017-12-24 07:00:00,41,5,NA,NA
Pza. del Carmen,1,2017-12-24 08:00:00,47,2,NA,NA
Pza. del Carmen,1,2017-12-24 09:00:00,45,2,NA,NA
Pza. del Carmen,1,2017-12-24 10:00:00,47,5,NA,NA
Pza. del Carmen,1,2017-12-24 11:00:00,38,11,NA,NA
Pza. del Carmen,1,2017-12-24 12:00:00,37,14,NA,NA
Pza. del Carmen,1,2017-12-24 13:00:00,39,14,NA,NA
Pza. del Carmen,1,2017-12-24 14:00:00,39,16,NA,NA
Pza. del Carmen,1,2017-12-24 15:00:00,40,17,NA,NA
Pza. del Carmen,1,2017-12-24 16:00:00,44,13,NA,NA
Pza. del Carmen,1,2017-12-24 17:00:00,48,12,NA,NA
Pza. del Carmen,1,2017-12-24 18:00:00,61,4,NA,NA
Pza. del Carmen,1,2017-12-24 19:00:00,69,1,NA,NA
Pza. del Carmen,1,2017-12-24 20:00:00,73,1,NA,NA
Pza. del Carmen,1,2017-12-24 21:00:00,75,1,NA,NA
Pza. del Carmen,1,2017-12-24 22:00:00,66,1,NA,NA
Pza. del Carmen,1,2017-12-24 23:00:00,68,1,NA,NA
Pza. del Carmen,1,2017-12-25 00:00:00,55,1,NA,NA
Pza. del Carmen,1,2017-12-25 01:00:00,52,1,NA,NA
Pza. del Carmen,1,2017-12-25 02:00:00,50,1,NA,NA
Pza. del Carmen,1,2017-12-25 03:00:00,44,1,NA,NA
Pza. del Carmen,1,2017-12-25 04:00:00,43,1,NA,NA
Pza. del Carmen,1,2017-12-25 05:00:00,38,1,NA,NA
Pza. del Carmen,1,2017-12-25 06:00:00,39,1,NA,NA
Pza. del Carmen,1,2017-12-25 07:00:00,34,1,NA,NA
Pza. del Carmen,1,2017-12-25 08:00:00,35,1,NA,NA
Pza. del Carmen,1,2017-12-25 09:00:00,38,1,NA,NA
Pza. del Carmen,1,2017-12-25 10:00:00,39,1,NA,NA
Pza. del Carmen,1,2017-12-25 11:00:00,30,4,NA,NA
Pza. del Carmen,1,2017-12-25 12:00:00,33,5,NA,NA
Pza. del Carmen,1,2017-12-25 13:00:00,34,6,NA,NA
Pza. del Carmen,1,2017-12-25 14:00:00,40,4,NA,NA
Pza. del Carmen,1,2017-12-25 15:00:00,35,4,NA,NA
Pza. del Carmen,1,2017-12-25 16:00:00,29,7,NA,NA
Pza. del Carmen,1,2017-12-25 17:00:00,32,3,NA,NA
Pza. del Carmen,1,2017-12-25 18:00:00,39,1,NA,NA
Pza. del Carmen,1,2017-12-25 19:00:00,44,1,NA,NA
Pza. del Carmen,1,2017-12-25 20:00:00,48,1,NA,NA
Pza. del Carmen,1,2017-12-25 21:00:00,50,1,NA,NA
Pza. del Carmen,1,2017-12-25 22:00:00,47,1,NA,NA
Pza. del Carmen,1,2017-12-25 23:00:00,47,1,NA,NA
Pza. del Carmen,1,2017-12-26 00:00:00,48,1,NA,NA
Pza. del Carmen,1,2017-12-26 01:00:00,44,1,NA,NA
Pza. del Carmen,1,2017-12-26 02:00:00,37,2,NA,NA
Pza. del Carmen,1,2017-12-26 03:00:00,30,3,NA,NA
Pza. del Carmen,1,2017-12-26 04:00:00,32,4,NA,NA
Pza. del Carmen,1,2017-12-26 05:00:00,30,5,NA,NA
Pza. del Carmen,1,2017-12-26 06:00:00,31,5,NA,NA
Pza. del Carmen,1,2017-12-26 07:00:00,45,5,NA,NA
Pza. del Carmen,1,2017-12-26 08:00:00,59,2,NA,NA
Pza. del Carmen,1,2017-12-26 09:00:00,56,2,NA,NA
Pza. del Carmen,1,2017-12-26 10:00:00,47,5,NA,NA
Pza. del Carmen,1,2017-12-26 11:00:00,49,7,NA,NA
Pza. del Carmen,1,2017-12-26 12:00:00,40,12,NA,NA
Pza. del Carmen,1,2017-12-26 13:00:00,35,13,NA,NA
Pza. del Carmen,1,2017-12-26 14:00:00,29,21,NA,NA
Pza. del Carmen,1,2017-12-26 15:00:00,30,26,NA,NA
Pza. del Carmen,1,2017-12-26 16:00:00,31,27,NA,NA
Pza. del Carmen,1,2017-12-26 17:00:00,33,22,NA,NA
Pza. del Carmen,1,2017-12-26 18:00:00,36,18,NA,NA
Pza. del Carmen,1,2017-12-26 19:00:00,35,19,NA,NA
Pza. del Carmen,1,2017-12-26 20:00:00,31,18,NA,NA
Pza. del Carmen,1,2017-12-26 21:00:00,30,18,NA,NA
Pza. del Carmen,1,2017-12-26 22:00:00,24,22,NA,NA
Pza. del Carmen,1,2017-12-26 23:00:00,16,24,NA,NA
Pza. del Carmen,1,2017-12-27 00:00:00,15,23,NA,NA
Pza. del Carmen,1,2017-12-27 01:00:00,17,21,NA,NA
Pza. del Carmen,1,2017-12-27 02:00:00,17,20,NA,NA
Pza. del Carmen,1,2017-12-27 03:00:00,17,22,NA,NA
Pza. del Carmen,1,2017-12-27 04:00:00,19,26,NA,NA
Pza. del Carmen,1,2017-12-27 05:00:00,29,31,NA,NA
Pza. del Carmen,1,2017-12-27 06:00:00,31,32,NA,NA
Pza. del Carmen,1,2017-12-27 07:00:00,37,28,NA,NA
Pza. del Carmen,1,2017-12-27 08:00:00,48,18,NA,NA
Pza. del Carmen,1,2017-12-27 09:00:00,51,14,NA,NA
Pza. del Carmen,1,2017-12-27 10:00:00,41,23,NA,NA
Pza. del Carmen,1,2017-12-27 11:00:00,37,27,NA,NA
Pza. del Carmen,1,2017-12-27 12:00:00,36,30,NA,NA
Pza. del Carmen,1,2017-12-27 13:00:00,37,29,NA,NA
Pza. del Carmen,1,2017-12-27 14:00:00,35,29,NA,NA
Pza. del Carmen,1,2017-12-27 15:00:00,38,27,NA,NA
Pza. del Carmen,1,2017-12-27 16:00:00,34,29,NA,NA
Pza. del Carmen,1,2017-12-27 17:00:00,36,28,NA,NA
Pza. del Carmen,1,2017-12-27 18:00:00,36,27,NA,NA
Pza. del Carmen,1,2017-12-27 19:00:00,39,25,NA,NA
Pza. del Carmen,1,2017-12-27 20:00:00,34,26,NA,NA
Pza. del Carmen,1,2017-12-27 21:00:00,40,23,NA,NA
Pza. del Carmen,1,2017-12-27 22:00:00,33,29,NA,NA
Pza. del Carmen,1,2017-12-27 23:00:00,26,33,NA,NA
Pza. del Carmen,1,2017-12-28 00:00:00,28,27,NA,NA
Pza. del Carmen,1,2017-12-28 01:00:00,23,26,NA,NA
Pza. del Carmen,1,2017-12-28 02:00:00,18,25,NA,NA
Pza. del Carmen,1,2017-12-28 03:00:00,17,24,NA,NA
Pza. del Carmen,1,2017-12-28 04:00:00,15,25,NA,NA
Pza. del Carmen,1,2017-12-28 05:00:00,17,24,NA,NA
Pza. del Carmen,1,2017-12-28 06:00:00,21,21,NA,NA
Pza. del Carmen,1,2017-12-28 07:00:00,31,14,NA,NA
Pza. del Carmen,1,2017-12-28 08:00:00,54,2,NA,NA
Pza. del Carmen,1,2017-12-28 09:00:00,58,2,NA,NA
Pza. del Carmen,1,2017-12-28 10:00:00,56,3,NA,NA
Pza. del Carmen,1,2017-12-28 11:00:00,50,10,NA,NA
Pza. del Carmen,1,2017-12-28 12:00:00,42,15,NA,NA
Pza. del Carmen,1,2017-12-28 13:00:00,39,17,NA,NA
Pza. del Carmen,1,2017-12-28 14:00:00,40,13,NA,NA
Pza. del Carmen,1,2017-12-28 15:00:00,32,20,NA,NA
Pza. del Carmen,1,2017-12-28 16:00:00,34,18,NA,NA
Pza. del Carmen,1,2017-12-28 17:00:00,36,19,NA,NA
Pza. del Carmen,1,2017-12-28 18:00:00,49,5,NA,NA
Pza. del Carmen,1,2017-12-28 19:00:00,40,11,NA,NA
Pza. del Carmen,1,2017-12-28 20:00:00,48,8,NA,NA
Pza. del Carmen,1,2017-12-28 21:00:00,46,10,NA,NA
Pza. del Carmen,1,2017-12-28 22:00:00,37,19,NA,NA
Pza. del Carmen,1,2017-12-28 23:00:00,33,24,NA,NA
Pza. del Carmen,1,2017-12-29 00:00:00,29,29,NA,NA
Pza. del Carmen,1,2017-12-29 01:00:00,25,33,NA,NA
Pza. del Carmen,1,2017-12-29 02:00:00,28,30,NA,NA
Pza. del Carmen,1,2017-12-29 03:00:00,28,31,NA,NA
Pza. del Carmen,1,2017-12-29 04:00:00,24,34,NA,NA
Pza. del Carmen,1,2017-12-29 05:00:00,23,36,NA,NA
Pza. del Carmen,1,2017-12-29 06:00:00,33,13,NA,NA
Pza. del Carmen,1,2017-12-29 07:00:00,43,1,NA,NA
Pza. del Carmen,1,2017-12-29 08:00:00,42,2,NA,NA
Pza. del Carmen,1,2017-12-29 09:00:00,48,2,NA,NA
Pza. del Carmen,1,2017-12-29 10:00:00,45,7,NA,NA
Pza. del Carmen,1,2017-12-29 11:00:00,42,10,NA,NA
Pza. del Carmen,1,2017-12-29 12:00:00,31,16,NA,NA
Pza. del Carmen,1,2017-12-29 13:00:00,30,19,NA,NA
Pza. del Carmen,1,2017-12-29 14:00:00,32,20,NA,NA
Pza. del Carmen,1,2017-12-29 15:00:00,37,17,NA,NA
Pza. del Carmen,1,2017-12-29 16:00:00,38,16,NA,NA
Pza. del Carmen,1,2017-12-29 17:00:00,46,12,NA,NA
Pza. del Carmen,1,2017-12-29 18:00:00,47,5,NA,NA
Pza. del Carmen,1,2017-12-29 19:00:00,51,5,NA,NA
Pza. del Carmen,1,2017-12-29 20:00:00,53,3,NA,NA
Pza. del Carmen,1,2017-12-29 21:00:00,55,1,NA,NA
Pza. del Carmen,1,2017-12-29 22:00:00,42,4,NA,NA
Pza. del Carmen,1,2017-12-29 23:00:00,46,1,NA,NA
Pza. del Carmen,1,2017-12-30 00:00:00,38,3,NA,NA
Pza. del Carmen,1,2017-12-30 01:00:00,36,4,NA,NA
Pza. del Carmen,1,2017-12-30 02:00:00,30,7,NA,NA
Pza. del Carmen,1,2017-12-30 03:00:00,25,10,NA,NA
Pza. del Carmen,1,2017-12-30 04:00:00,20,13,NA,NA
Pza. del Carmen,1,2017-12-30 05:00:00,20,12,NA,NA
Pza. del Carmen,1,2017-12-30 06:00:00,25,8,NA,NA
Pza. del Carmen,1,2017-12-30 07:00:00,25,8,NA,NA
Pza. del Carmen,1,2017-12-30 08:00:00,22,11,NA,NA
Pza. del Carmen,1,2017-12-30 09:00:00,24,11,NA,NA
Pza. del Carmen,1,2017-12-30 10:00:00,27,9,NA,NA
Pza. del Carmen,1,2017-12-30 11:00:00,28,12,NA,NA
Pza. del Carmen,1,2017-12-30 12:00:00,25,18,NA,NA
Pza. del Carmen,1,2017-12-30 13:00:00,21,24,NA,NA
Pza. del Carmen,1,2017-12-30 14:00:00,25,20,NA,NA
Pza. del Carmen,1,2017-12-30 15:00:00,26,19,NA,NA
Pza. del Carmen,1,2017-12-30 16:00:00,28,21,NA,NA
Pza. del Carmen,1,2017-12-30 17:00:00,36,15,NA,NA
Pza. del Carmen,1,2017-12-30 18:00:00,42,10,NA,NA
Pza. del Carmen,1,2017-12-30 19:00:00,51,6,NA,NA
Pza. del Carmen,1,2017-12-30 20:00:00,61,2,NA,NA
Pza. del Carmen,1,2017-12-30 21:00:00,61,1,NA,NA
Pza. del Carmen,1,2017-12-30 22:00:00,59,1,NA,NA
Pza. del Carmen,1,2017-12-30 23:00:00,63,1,NA,NA
Pza. del Carmen,1,2017-12-31 00:00:00,57,1,NA,NA
Pza. del Carmen,1,2017-12-31 01:00:00,48,1,NA,NA
Pza. del Carmen,1,2017-12-31 02:00:00,50,1,NA,NA
Pza. del Carmen,1,2017-12-31 03:00:00,42,2,NA,NA
Pza. del Carmen,1,2017-12-31 04:00:00,39,1,NA,NA
Pza. del Carmen,1,2017-12-31 05:00:00,38,1,NA,NA
Pza. del Carmen,1,2017-12-31 06:00:00,41,2,NA,NA
Pza. del Carmen,1,2017-12-31 07:00:00,39,2,NA,NA
Pza. del Carmen,1,2017-12-31 08:00:00,36,2,NA,NA
Pza. del Carmen,1,2017-12-31 09:00:00,32,3,NA,NA
Pza. del Carmen,1,2017-12-31 10:00:00,30,7,NA,NA
Pza. del Carmen,1,2017-12-31 11:00:00,33,8,NA,NA
Pza. del Carmen,1,2017-12-31 12:00:00,25,18,NA,NA
Pza. del Carmen,1,2017-12-31 13:00:00,25,21,NA,NA
Pza. del Carmen,1,2017-12-31 14:00:00,23,28,NA,NA
Pza. del Carmen,1,2017-12-31 15:00:00,21,28,NA,NA
Pza. del Carmen,1,2017-12-31 16:00:00,19,29,NA,NA
Pza. del Carmen,1,2017-12-31 17:00:00,20,26,NA,NA
Pza. del Carmen,1,2017-12-31 18:00:00,24,21,NA,NA
Pza. del Carmen,1,2017-12-31 19:00:00,36,19,NA,NA
Pza. del Carmen,1,2017-12-31 20:00:00,39,24,NA,NA
Pza. del Carmen,1,2017-12-31 21:00:00,37,26,NA,NA
Pza. del Carmen,1,2017-12-31 22:00:00,29,32,NA,NA
Pza. del Carmen,1,2017-12-31 23:00:00,21,41,NA,NA
Tres Olivos,3,2017-09-30 23:00:00,22,64,16,NA
Tres Olivos,3,2017-10-01 00:00:00,9,68,73,NA
Tres Olivos,3,2017-10-01 01:00:00,8,68,36,NA
Tres Olivos,3,2017-10-01 02:00:00,8,65,23,NA
Tres Olivos,3,2017-10-01 03:00:00,6,64,18,NA
Tres Olivos,3,2017-10-01 04:00:00,6,64,13,NA
Tres Olivos,3,2017-10-01 05:00:00,8,61,13,NA
Tres Olivos,3,2017-10-01 06:00:00,12,52,14,NA
Tres Olivos,3,2017-10-01 07:00:00,13,50,14,NA
Tres Olivos,3,2017-10-01 08:00:00,16,47,18,NA
Tres Olivos,3,2017-10-01 09:00:00,14,56,16,NA
Tres Olivos,3,2017-10-01 10:00:00,16,59,11,NA
Tres Olivos,3,2017-10-01 11:00:00,12,66,6,NA
Tres Olivos,3,2017-10-01 12:00:00,10,76,1,NA
Tres Olivos,3,2017-10-01 13:00:00,10,78,2,NA
Tres Olivos,3,2017-10-01 14:00:00,7,81,3,NA
Tres Olivos,3,2017-10-01 15:00:00,7,82,5,NA
Tres Olivos,3,2017-10-01 16:00:00,8,73,4,NA
Tres Olivos,3,2017-10-01 17:00:00,9,64,6,NA
Tres Olivos,3,2017-10-01 18:00:00,12,59,15,NA
Tres Olivos,3,2017-10-01 19:00:00,15,53,6,NA
Tres Olivos,3,2017-10-01 20:00:00,22,45,10,NA
Tres Olivos,3,2017-10-01 21:00:00,32,32,8,NA
Tres Olivos,3,2017-10-01 22:00:00,24,40,6,NA
Tres Olivos,3,2017-10-01 23:00:00,19,39,8,NA
Tres Olivos,3,2017-10-02 00:00:00,20,32,7,NA
Tres Olivos,3,2017-10-02 01:00:00,28,17,6,NA
Tres Olivos,3,2017-10-02 02:00:00,27,15,6,NA
Tres Olivos,3,2017-10-02 03:00:00,23,17,3,NA
Tres Olivos,3,2017-10-02 04:00:00,25,15,5,NA
Tres Olivos,3,2017-10-02 05:00:00,32,13,3,NA
Tres Olivos,3,2017-10-02 06:00:00,56,2,6,NA
Tres Olivos,3,2017-10-02 07:00:00,73,3,28,NA
Tres Olivos,3,2017-10-02 08:00:00,76,8,32,NA
Tres Olivos,3,2017-10-02 09:00:00,57,17,24,NA
Tres Olivos,3,2017-10-02 10:00:00,36,37,10,NA
Tres Olivos,3,2017-10-02 11:00:00,25,47,27,NA
Tres Olivos,3,2017-10-02 12:00:00,31,46,18,NA
Tres Olivos,3,2017-10-02 13:00:00,18,56,23,NA
Tres Olivos,3,2017-10-02 14:00:00,13,57,11,NA
Tres Olivos,3,2017-10-02 15:00:00,11,54,6,NA
Tres Olivos,3,2017-10-02 16:00:00,12,51,1,NA
Tres Olivos,3,2017-10-02 17:00:00,13,48,3,NA
Tres Olivos,3,2017-10-02 18:00:00,17,40,2,NA
Tres Olivos,3,2017-10-02 19:00:00,44,12,10,NA
Tres Olivos,3,2017-10-02 20:00:00,58,3,19,NA
Tres Olivos,3,2017-10-02 21:00:00,56,3,16,NA
Tres Olivos,3,2017-10-02 22:00:00,48,4,10,NA
Tres Olivos,3,2017-10-02 23:00:00,32,13,8,NA
Tres Olivos,3,2017-10-03 00:00:00,26,15,4,NA
Tres Olivos,3,2017-10-03 01:00:00,21,19,5,NA
Tres Olivos,3,2017-10-03 02:00:00,20,18,4,NA
Tres Olivos,3,2017-10-03 03:00:00,17,21,2,NA
Tres Olivos,3,2017-10-03 04:00:00,17,19,1,NA
Tres Olivos,3,2017-10-03 05:00:00,22,12,2,NA
Tres Olivos,3,2017-10-03 06:00:00,45,3,11,NA
Tres Olivos,3,2017-10-03 07:00:00,54,3,25,NA
Tres Olivos,3,2017-10-03 08:00:00,45,10,14,NA
Tres Olivos,3,2017-10-03 09:00:00,47,14,14,NA
Tres Olivos,3,2017-10-03 10:00:00,66,16,31,NA
Tres Olivos,3,2017-10-03 11:00:00,83,22,42,NA
Tres Olivos,3,2017-10-03 12:00:00,71,34,31,NA
Tres Olivos,3,2017-10-03 13:00:00,43,51,12,NA
Tres Olivos,3,2017-10-03 14:00:00,33,64,8,NA
Tres Olivos,3,2017-10-03 15:00:00,25,73,5,NA
Tres Olivos,3,2017-10-03 16:00:00,27,78,6,NA
Tres Olivos,3,2017-10-03 17:00:00,27,79,10,NA
Tres Olivos,3,2017-10-03 18:00:00,48,52,13,NA
Tres Olivos,3,2017-10-03 19:00:00,93,10,18,NA
Tres Olivos,3,2017-10-03 20:00:00,96,5,19,NA
Tres Olivos,3,2017-10-03 21:00:00,94,3,23,NA
Tres Olivos,3,2017-10-03 22:00:00,64,20,15,NA
Tres Olivos,3,2017-10-03 23:00:00,15,39,13,NA
Tres Olivos,3,2017-10-04 00:00:00,10,42,8,NA
Tres Olivos,3,2017-10-04 01:00:00,8,43,9,NA
Tres Olivos,3,2017-10-04 02:00:00,8,43,6,NA
Tres Olivos,3,2017-10-04 03:00:00,9,40,4,NA
Tres Olivos,3,2017-10-04 04:00:00,11,37,5,NA
Tres Olivos,3,2017-10-04 05:00:00,21,27,6,NA
Tres Olivos,3,2017-10-04 06:00:00,47,8,9,NA
Tres Olivos,3,2017-10-04 07:00:00,63,4,24,NA
Tres Olivos,3,2017-10-04 08:00:00,55,15,32,NA
Tres Olivos,3,2017-10-04 09:00:00,33,36,38,NA
Tres Olivos,3,2017-10-04 10:00:00,21,51,28,NA
Tres Olivos,3,2017-10-04 11:00:00,15,67,19,NA
Tres Olivos,3,2017-10-04 12:00:00,18,73,12,NA
Tres Olivos,3,2017-10-04 13:00:00,17,82,16,NA
Tres Olivos,3,2017-10-04 14:00:00,17,88,7,NA
Tres Olivos,3,2017-10-04 15:00:00,22,91,7,NA
Tres Olivos,3,2017-10-04 16:00:00,26,88,16,NA
Tres Olivos,3,2017-10-04 17:00:00,30,85,19,NA
Tres Olivos,3,2017-10-04 18:00:00,49,62,20,NA
Tres Olivos,3,2017-10-04 19:00:00,79,26,40,NA
Tres Olivos,3,2017-10-04 20:00:00,96,12,32,NA
Tres Olivos,3,2017-10-04 21:00:00,102,3,33,NA
Tres Olivos,3,2017-10-04 22:00:00,68,30,16,NA
Tres Olivos,3,2017-10-04 23:00:00,58,22,26,NA
Tres Olivos,3,2017-10-05 00:00:00,65,8,21,NA
Tres Olivos,3,2017-10-05 01:00:00,50,20,15,NA
Tres Olivos,3,2017-10-05 02:00:00,62,9,17,NA
Tres Olivos,3,2017-10-05 03:00:00,37,37,9,NA
Tres Olivos,3,2017-10-05 04:00:00,38,26,11,NA
Tres Olivos,3,2017-10-05 05:00:00,41,23,15,NA
Tres Olivos,3,2017-10-05 06:00:00,65,6,21,NA
Tres Olivos,3,2017-10-05 07:00:00,85,3,28,NA
Tres Olivos,3,2017-10-05 08:00:00,86,10,38,NA
Tres Olivos,3,2017-10-05 09:00:00,66,26,37,NA
Tres Olivos,3,2017-10-05 10:00:00,37,51,21,NA
Tres Olivos,3,2017-10-05 11:00:00,26,64,12,NA
Tres Olivos,3,2017-10-05 12:00:00,43,57,8,NA
Tres Olivos,3,2017-10-05 13:00:00,61,59,11,NA
Tres Olivos,3,2017-10-05 14:00:00,49,81,7,NA
Tres Olivos,3,2017-10-05 15:00:00,35,98,11,NA
Tres Olivos,3,2017-10-05 16:00:00,36,105,20,NA
Tres Olivos,3,2017-10-05 17:00:00,39,108,23,NA
Tres Olivos,3,2017-10-05 18:00:00,69,76,25,NA
Tres Olivos,3,2017-10-05 19:00:00,122,25,32,NA
Tres Olivos,3,2017-10-05 20:00:00,114,16,38,NA
Tres Olivos,3,2017-10-05 21:00:00,114,7,31,NA
Tres Olivos,3,2017-10-05 22:00:00,82,36,6,NA
Tres Olivos,3,2017-10-05 23:00:00,22,80,22,NA
Tres Olivos,3,2017-10-06 00:00:00,13,82,34,NA
Tres Olivos,3,2017-10-06 01:00:00,13,74,22,NA
Tres Olivos,3,2017-10-06 02:00:00,17,66,12,NA
Tres Olivos,3,2017-10-06 03:00:00,13,66,10,NA
Tres Olivos,3,2017-10-06 04:00:00,11,69,6,NA
Tres Olivos,3,2017-10-06 05:00:00,23,58,2,NA
Tres Olivos,3,2017-10-06 06:00:00,69,15,10,NA
Tres Olivos,3,2017-10-06 07:00:00,92,8,10,NA
Tres Olivos,3,2017-10-06 08:00:00,67,37,1,NA
Tres Olivos,3,2017-10-06 09:00:00,39,60,1,NA
Tres Olivos,3,2017-10-06 10:00:00,24,72,1,NA
Tres Olivos,3,2017-10-06 11:00:00,17,85,1,NA
